article,primary_category,all_categories,confidence,processing_time,error
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m86.md/m86.md,Culture,"Culture, Folklore, Social Issues, Education, Research, History",0.95,2.4264163970947266,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g25.md/g25.md,Culture,"Culture, History, Science",0.9,1.965320110321045,
/var/lib/vectordbs/appliedanthropology/embed_data.text/war-violence-sport/brandy-o1.md/brandy-o1.md,Culture,"Culture, Social Issues, Education, Health, Philosophy, Daily Life Reflections",0.95,2.3020522594451904,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0172.txt/0172.txt,Culture,"Culture, Social Issues, Politics",0.9,1.6476638317108154,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/dirty-work-political-conventions-almost-always-done-grim-hours-midnight-dawn_gpt-4o-mini.md/dirty-work-political-conventions-almost-always-done-grim-hours-midnight-dawn_gpt-4o-mini.md,Politics,"Politics, Social Issues, Philosophy, Culture",0.95,2.2263712882995605,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0984.txt/Stoicism_Buddhism_Epicureanism_Quotes_0984.txt,Philosophy,"Philosophy, Culture, Social Issues, Education",0.95,1.6932847499847412,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/direct-use-force-poor-solution-problem-generally-employed-small-children-large_gpt-4o-mini.md/direct-use-force-poor-solution-problem-generally-employed-small-children-large_gpt-4o-mini.md,Social Issues,"Social Issues, Philosophy, Politics, Culture, Education, Evolution",0.95,2.732952117919922,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0173.txt/0173.txt,Culture,"Culture, Nature, Philosophy",0.9,1.4539036750793457,
/var/lib/vectordbs/appliedanthropology/embed_data.text/war-violence-sport/kabaddi-o1.md/kabaddi-o1.md,Culture,"Culture, Social Issues, Sports, Philosophy, Education, Ecology",0.95,2.5153534412384033,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2348.txt/2348.txt,Philosophy,"Philosophy, Science, Culture",0.9,2.9555206298828125,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0174.txt/0174.txt,Social Issues,"Social Issues, Education, Politics",0.9,1.291224718093872,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/disagree-say-defend-death-right-tell-lies_gpt-4o-mini.md/disagree-say-defend-death-right-tell-lies_gpt-4o-mini.md,Social Issues,"Social Issues, Culture, Philosophy, Technology, Education",0.95,2.091905355453491,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2350.txt/2350.txt,Social Issues,"Social Issues, Culture, Family",0.85,1.9035978317260742,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m87.md/m87.md,Culture,"Culture, Folklore, Social Issues, History, Education, Research",0.95,3.361983060836792,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m88.md/m88.md,Culture,"Culture, Social Issues, Folklore, Education, History, Nature",0.95,2.871645450592041,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g26.md/g26.md,Culture,"Culture, Folklore, Social Issues, Education, Anthropology, Environment",0.95,2.89603590965271,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/disagreeable-thing-worst-enemy-says-face-approach-best-friends-say-behind-bac_gpt-4o-mini.md/disagreeable-thing-worst-enemy-says-face-approach-best-friends-say-behind-bac_gpt-4o-mini.md,Social Issues,"Social Issues, Ecology, Culture, Philosophy, Daily Life Reflections",0.95,2.1222007274627686,
/var/lib/vectordbs/appliedanthropology/embed_data.text/war-violence-sport/kulle-o1.md/kulle-o1.md,Culture,"Culture, Education, Social Issues, Ethics, Design, Human Behavior",0.95,2.3425488471984863,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g28.md/g28.md,Culture,"Culture, Research, Folklore, Social Issues, History",0.95,1.8358557224273682,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2351.txt/2351.txt,Science,"Science, Technology, Philosophy",0.9,2.019103765487671,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m89.md/m89.md,Culture,"Culture, Folklore, Social Issues, Education, Research, History",0.95,2.4375829696655273,
/var/lib/vectordbs/appliedanthropology/embed_data.text/war-violence-sport/kabaddi.md/kabaddi.md,Culture,"Culture, Sports, History, Education, Social Issues, Philosophy",0.95,3.1505141258239746,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m89a.md/m89a.md,Culture,"Culture, Folklore, Social Issues",0.9,1.700941801071167,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2352.txt/2352.txt,Politics,"Politics, Social Issues, Culture",0.9,1.668736219406128,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0175.txt/0175.txt,Education,"Education, Social Issues, Gender",0.9,1.879356861114502,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0985.txt/Stoicism_Buddhism_Epicureanism_Quotes_0985.txt,Philosophy,"Philosophy, Culture, Religion, Health",0.95,3.264284133911133,
/var/lib/vectordbs/appliedanthropology/embed_data.text/war-violence-sport/the-origins-of-war-500000-bc-3000-bc.md/the-origins-of-war-500000-bc-3000-bc.md,History,"History, Culture, Social Issues, Science, Research, Politics",0.95,2.22651743888855,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g27.md/g27.md,Culture,"Culture, Folklore, Social Issues, History, Education, Research",0.95,3.3455021381378174,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0986.txt/Stoicism_Buddhism_Epicureanism_Quotes_0986.txt,Philosophy,"Philosophy, Social Issues, Ecology, Culture",0.95,2.7797720432281494,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0987.txt/Stoicism_Buddhism_Epicureanism_Quotes_0987.txt,Culture,"Culture, Nature, Philosophy",0.9,2.2422661781311035,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0988.txt/Stoicism_Buddhism_Epicureanism_Quotes_0988.txt,Culture,"Culture, Philosophy, Social Issues, Education",0.9,1.4608616828918457,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/discover-center-universe-lot-people-disappointed-discover-bernard-ba_gpt-4o-mini.md/discover-center-universe-lot-people-disappointed-discover-bernard-ba_gpt-4o-mini.md,Philosophy,"Philosophy, Science, Culture, Social Issues, Education",0.95,2.831968307495117,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2353.txt/2353.txt,Business,"Business, Social Issues, Finance",0.9,1.6577262878417969,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m8b.md/m8b.md,Culture,"Culture, Science, Research",0.9,1.514246940612793,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/discovered-art-deceiving-diplomats-tell-truth-never-believe-camillo-di-cavour_gpt-4o-mini.md/discovered-art-deceiving-diplomats-tell-truth-never-believe-camillo-di-cavour_gpt-4o-mini.md,Language,"Language, Social Issues, Culture, Philosophy",0.95,2.0560975074768066,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/1.md,Culture,"Culture, Social Issues, Politics, Daily Life Reflections, Entertainment, Gender",0.95,2.5520894527435303,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/2.md,Culture,"Culture, History, Social Issues, Gender",0.9,1.8314518928527832,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0178.txt/0178.txt,Language,"Language, Philosophy, Gender",0.9,1.0664470195770264,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0176.txt/0176.txt,Health,"Health, Daily Life Reflections, Food",0.9,2.2355148792266846,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2354.txt/2354.txt,Food,"Food, Culture, Daily Life Reflections",0.75,1.9336321353912354,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g30.md/g30.md,Culture,"Culture, Social Issues, Folklore",0.9,1.6808335781097412,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/disease-cured-fate-incurable-chinese-proverb_gpt-4o-mini.md/disease-cured-fate-incurable-chinese-proverb_gpt-4o-mini.md,Health,"Health, Philosophy, Culture, Science, Social Issues",0.95,2.2334811687469482,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m8a.md/m8a.md,Culture,"Culture, Research, Folklore, Social Issues, Education, Anthropology",0.95,3.0771484375,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0989.txt/Stoicism_Buddhism_Epicureanism_Quotes_0989.txt,Philosophy,"Philosophy, Culture, Social Issues, Gender",0.9,2.0381999015808105,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g29.md/g29.md,Culture,"Culture, Folklore, Social Issues, History, Research, Anthropology",0.95,3.455268383026123,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/admin.md,Culture,"Culture, Art, Social Issues, Environment",0.9,1.949617862701416,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0990.txt/Stoicism_Buddhism_Epicureanism_Quotes_0990.txt,Philosophy,"Philosophy, Culture, Daily Life Reflections",0.9,1.647813081741333,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2355.txt/2355.txt,Social Issues,"Social Issues, Philosophy, Culture",0.8,1.8115448951721191,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g3.md/g3.md,Culture,"Culture, Folklore, Research, History, Social Issues, Education",0.95,3.032775640487671,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0177.txt/0177.txt,Culture,"Culture, Philosophy, History",0.9,3.0886881351470947,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0179.txt/0179.txt,Culture,"Culture, Social Issues, Philosophy",0.9,1.4538214206695557,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/dissenter-every-human-moments-life-resigns-momentarily-herd-thinks_gpt-4o-mini.md/dissenter-every-human-moments-life-resigns-momentarily-herd-thinks_gpt-4o-mini.md,Philosophy,"Philosophy, Social Issues, Culture, Education, Politics",0.95,2.458314895629883,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2356.txt/2356.txt,Health,"Health, Science, Biology",0.9,1.5707378387451172,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m8d.md/m8d.md,Culture,"Culture, Folklore, Science, Social Issues, Education",0.9,2.165489912033081,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m8c.md/m8c.md,Culture,"Culture, Folklore, Social Issues, Education, Research, Anthropology",0.95,2.868253231048584,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0991.txt/Stoicism_Buddhism_Epicureanism_Quotes_0991.txt,Philosophy,"Philosophy, Culture, Gender, Language",0.9,1.8239879608154297,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0180.txt/0180.txt,Philosophy,"Philosophy, Culture, Nature",0.9,1.616434097290039,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g31.md/g31.md,Culture,"Culture, Folklore, Social Issues, History, Anthropology, Nature",0.95,2.536010980606079,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/blog-2.md,Culture,"Culture, Social Issues, Art, History",0.9,1.7911622524261475,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g32.md/g32.md,Culture,"Culture, Folklore, Social Issues, Education, History",0.95,2.0342977046966553,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2357.txt/2357.txt,Finance,"Finance, Business, Economy",0.9,1.6742563247680664,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/distress-n-disease-incurred-exposure-prosperity-friend-ambrose-bierce-devils_gpt-4o-mini.md/distress-n-disease-incurred-exposure-prosperity-friend-ambrose-bierce-devils_gpt-4o-mini.md,Social Issues,"Social Issues, Culture, Ecology, Human Behavior, Biology",0.95,1.9414598941802979,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0181.txt/0181.txt,Culture,"Culture, Philosophy, Nature",0.9,1.103132724761963,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g4.md/g4.md,Culture,"Culture, Science, Education, Research",0.9,1.700843334197998,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/coffee-farmers-appreciating-the-lemon-and-sugar-palm-notes.md,Culture,"Culture, Environment, Business, Social Issues, Education",0.95,1.5212535858154297,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/distinctly-american-criminal-class-except-congress-mark-twain_gpt-4o-mini.md/distinctly-american-criminal-class-except-congress-mark-twain_gpt-4o-mini.md,Politics,"Politics, Social Issues, Culture, Philosophy, Education",0.95,2.901745319366455,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/benteng-chinese-barely-indonesian.md,Social Issues,"Social Issues, Culture, Politics, History, Health, Education",0.95,3.178001880645752,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0992.txt/Stoicism_Buddhism_Epicureanism_Quotes_0992.txt,Culture,"Culture, Daily Life Reflections, Environment",0.9,2.1736795902252197,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m9.md/m9.md,Culture,"Culture, Folklore, Social Issues, Education, Research, Anthropology",0.95,2.837702989578247,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0993.txt/Stoicism_Buddhism_Epicureanism_Quotes_0993.txt,Philosophy,"Philosophy, Culture, Education, Social Issues",0.95,1.8559529781341553,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0182.txt/0182.txt,Education,"Education, Social Issues, Daily Life Reflections",0.9,1.3054330348968506,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g5.md/g5.md,Culture,"Culture, Science, Research, Education, Environment",0.95,1.8082404136657715,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m90a.md/m90a.md,Culture,"Culture, Folklore, Social Issues, History, Nature",0.95,1.8713715076446533,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/doctor-name-condition-doesnt-mean-knows_gpt-4o-mini.md/doctor-name-condition-doesnt-mean-knows_gpt-4o-mini.md,Health,"Health, Science, Social Issues, Philosophy",0.95,1.22188138961792,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m90.md/m90.md,Culture,"Culture, Folklore, Nature, History, Social Issues, Education",0.95,2.6670663356781006,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2359.txt/2359.txt,Philosophy,"Philosophy, Social Issues, Culture",0.9,1.6610548496246338,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2358.txt/2358.txt,Design,"Design, Engineering, Social Issues, Technology",0.9,2.475245237350464,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/distrust-love-extremely-upon-slight-acquaintance-without-visible-reason-lord_gpt-4o-mini.md/distrust-love-extremely-upon-slight-acquaintance-without-visible-reason-lord_gpt-4o-mini.md,Ecology,"Ecology, Philosophy, Social Issues, Culture, Education, Anthropology",0.95,2.766956329345703,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0994.txt/Stoicism_Buddhism_Epicureanism_Quotes_0994.txt,Philosophy,"Philosophy, Culture, Social Issues, Metaphorical Expressions",0.9,1.8721327781677246,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2360.txt/2360.txt,Philosophy,"Philosophy, Culture, Social Issues",0.95,1.432610273361206,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/divinity-jesus-made-convenient-cover-absurdity-nowhere-gospels-find-precept-creeds_gpt-4o-mini.md/divinity-jesus-made-convenient-cover-absurdity-nowhere-gospels-find-precept-creeds_gpt-4o-mini.md,Philosophy,"Philosophy, Religion, Social Issues, Culture, Education",0.95,2.7234833240509033,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/domestic-violence-communal-conflict.md,Social Issues,"Social Issues, Health, Culture, Politics, Research, Education",0.95,2.3279824256896973,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0183.txt/0183.txt,Culture,"Culture, Nature, Philosophy",0.8,2.194380044937134,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/disability-access-and-opportunity.md,Social Issues,"Social Issues, Health, Education, Culture, Politics, Environment",0.95,2.9963650703430176,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0184.txt/0184.txt,Philosophy,"Philosophy, Culture, Social Issues",0.9,1.6036090850830078,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0995.txt/Stoicism_Buddhism_Epicureanism_Quotes_0995.txt,Culture,"Culture, Entertainment, Daily Life Reflections",0.9,2.3561604022979736,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g6a.md/g6a.md,Culture,"Culture, Research, Folklore, History, Language",0.95,2.3004205226898193,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m90a1.md/m90a1.md,Culture,"Culture, Folklore, Research, History, Social Issues, Nature",0.95,2.8840878009796143,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2361.txt/2361.txt,Culture,"Culture, Fashion, Entertainment",0.8,1.8635623455047607,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m90a2.md/m90a2.md,Culture,"Culture, Folklore, Nature, History, Social Issues",0.95,2.3361964225769043,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/drugs-music-and-harm-reduction.md,Social Issues,"Social Issues, Health, Culture, Education, Politics, Music",0.95,2.3973701000213623,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g6.md/g6.md,Culture,"Culture, Research, Folklore, History, Social Issues, Anthropology",0.95,3.2978646755218506,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0996.txt/Stoicism_Buddhism_Epicureanism_Quotes_0996.txt,Philosophy,"Philosophy, Culture, Daily Life Reflections, Media",0.9,1.8962268829345703,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/doctor-told-stop-intimate-dinners-four-unless-three-people-orson-welles_gpt-4o-mini.md/doctor-told-stop-intimate-dinners-four-unless-three-people-orson-welles_gpt-4o-mini.md,Social Issues,"Social Issues, Culture, Ecology, Philosophy, Daily Life Reflections",0.95,2.2458372116088867,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2362.txt/2362.txt,Culture,"Culture, Entertainment, Social Issues",0.9,1.5697321891784668,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0185.txt/0185.txt,Business,"Business, Legal, Health",0.9,1.7390875816345215,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/documentation-castor-oil-programming-managers-know-must-good-programmers-hate-much_gpt-4o-mini.md/documentation-castor-oil-programming-managers-know-must-good-programmers-hate-much_gpt-4o-mini.md,Technology,"Technology, Business, Culture, Social Issues, Education",0.95,1.9695582389831543,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g7.md/g7.md,Culture,"Culture, Folklore, Social Issues, History, Nature, Anthropology",0.95,2.242142915725708,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/everyone-speaks-deaf-talk.md,Education,"Education, Social Issues, Culture, Language, Health, Research",0.95,2.2910475730895996,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0997.txt/Stoicism_Buddhism_Epicureanism_Quotes_0997.txt,Philosophy,"Philosophy, Social Issues, Health, Daily Life Reflections",0.9,2.1418325901031494,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m90a3.md/m90a3.md,Culture,"Culture, Folklore, Nature, Social Issues, History, Education",0.95,2.652489423751831,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2363.txt/2363.txt,Technology,"Technology, Business, History",0.9,1.5233139991760254,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0186.txt/0186.txt,Culture,"Culture, Philosophy, Language",0.9,1.6081814765930176,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2364.txt/2364.txt,Philosophy,"Philosophy, Culture, Language",0.9,1.0545203685760498,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g8.md/g8.md,Culture,"Culture, Education, Research, Folklore, Social Issues, History",0.95,2.304020404815674,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_0998.txt/Stoicism_Buddhism_Epicureanism_Quotes_0998.txt,Philosophy,"Philosophy, Culture, Social Issues",0.9,1.945990800857544,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g8a.md/g8a.md,Culture,"Culture, Research, Folklore, History, Social Issues",0.9,1.9093849658966064,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0187.txt/0187.txt,Technology,"Technology, Philosophy, Culture",0.9,1.6378800868988037,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/doesnt-matter-whether-win-lose-lose_gpt-4o-mini.md/doesnt-matter-whether-win-lose-lose_gpt-4o-mini.md,Philosophy,"Philosophy, Social Issues, Culture, Ecology, Education, Technology",0.95,2.535339832305908,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m90a4.md/m90a4.md,Culture,"Culture, Folklore, History, Nature, Mythology, Social Issues",0.95,2.621645927429199,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m90a6.md/m90a6.md,Culture,"Culture, Folklore, History, Nature, Mythology",0.95,1.8075778484344482,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/filming-urban-rural-transition.md,Social Issues,"Social Issues, Culture, Education, Technology, Health, Environment",0.95,2.7744038105010986,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/html.md,Social Issues,"Social Issues, Culture, Health, Education, Environment, Business",0.95,1.8035917282104492,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_1000.txt/Stoicism_Buddhism_Epicureanism_Quotes_1000.txt,Philosophy,"Philosophy, Social Issues, Daily Life Reflections",0.9,2.133321762084961,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/dog-feed-cat_gpt-4o-mini.md/dog-feed-cat_gpt-4o-mini.md,Philosophy,"Philosophy, Social Issues, Culture, Ethics, Technology",0.95,1.7983403205871582,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m90a5.md/m90a5.md,Culture,"Culture, Folklore, History, Nature, Social Issues, Mythology",0.95,2.631263494491577,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/dog-eat-dog-world-theyre-short-napkins_gpt-4o-mini.md/dog-eat-dog-world-theyre-short-napkins_gpt-4o-mini.md,Culture,"Culture, Social Issues, Philosophy, Science, Education",0.95,2.4266862869262695,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/hiv-and-aids-a-local-epidemic.md,Health,"Health, Social Issues, Culture, Education, Politics, Research",0.95,2.7662627696990967,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2365.txt/2365.txt,Entertainment,"Entertainment, Culture, Daily Life Reflections",0.9,1.9819848537445068,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g8b.md/g8b.md,Culture,"Culture, Folklore, Social Issues, History, Anthropology, Nature",0.95,2.7188656330108643,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2366.txt/2366.txt,Culture,"Culture, Philosophy, Social Issues",0.7,1.4443821907043457,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0188.txt/0188.txt,Culture,"Culture, Music, Education, History",0.9,2.4609928131103516,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_1002.txt/Stoicism_Buddhism_Epicureanism_Quotes_1002.txt,Philosophy,"Philosophy, Education, Culture, Social Issues",0.9,2.251352071762085,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/dont-become-failure-youre-satisfied-one_gpt-4o-mini.md/dont-become-failure-youre-satisfied-one_gpt-4o-mini.md,Ecology,"Ecology, Social Issues, Philosophy, Education, Culture",0.95,1.2052946090698242,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0189.txt/0189.txt,Science,"Science, Culture, Philosophy",0.9,1.738612174987793,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/g8c.md/g8c.md,Culture,"Culture, Research, Folklore, Anthropology, Environment",0.95,2.2474160194396973,
/var/lib/vectordbs/appliedanthropology/embed_data.text/Stoicism_Buddhism_Epicureanism_Quotes/docs/Stoicism_Buddhism_Epicureanism_Quotes_1003.txt/Stoicism_Buddhism_Epicureanism_Quotes_1003.txt,Philosophy,"Philosophy, Culture, History, Social Issues",0.9,2.2441365718841553,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2367.txt/2367.txt,Sports,"Sports, Culture, Entertainment",0.9,1.7483291625976562,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/m90b.md/m90b.md,Culture,"Culture, Folklore, Social Issues, History, Nature, Education",0.95,2.999098062515259,
/var/lib/vectordbs/appliedanthropology/embed_data.text/wayang.net/jogjas-community-theater-for-radical-change-for-people-with-disabilities.md,Culture,"Culture, Social Issues, Theater, Education, Community, Health",0.9,3.044339895248413,
